Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Volvo,S60,2016,regular unleaded,250,5,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,28,20,870," 43,700,000 "
Volvo,S60,2016,regular unleaded,302,4,AUTOMATIC,front wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,33,23,870," 43,300,000 "
Volvo,S60,2016,regular unleaded,250,5,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,29,20,870," 43,400,000 "
Volvo,S60,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,37,25,870," 41,900,000 "
Volvo,S60,2016,regular unleaded,325,6,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,27,18,870," 44,200,000 "
Volvo,S60,2016,regular unleaded,325,6,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,27,18,870," 47,700,000 "
Volvo,S60,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,36,25,870," 33,950,000 "
Volvo,S60,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,36,25,870," 40,800,000 "
Volvo,S60,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,36,25,870," 36,800,000 "
Volvo,S60,2017,regular unleaded,302,4,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,23,870," 47,400,000 "
Audi,S6,2015,premium unleaded (required),420,8,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,27,17,3105," 75,500,000 "
Audi,S6,2016,premium unleaded (required),450,8,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,27,18,3105," 70,900,000 "
Audi,S6,2016,premium unleaded (required),450,8,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,27,18,3105," 75,300,000 "
Audi,S6,2017,premium unleaded (required),450,8,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,27,18,3105," 74,100,000 "
Audi,S6,2017,premium unleaded (required),450,8,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,27,18,3105," 70,900,000 "
Volvo,S70,1998,regular unleaded,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,27,17,870," 2,000,000 "
Volvo,S70,1998,regular unleaded,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,27,17,870," 2,000,000 "
Volvo,S70,1998,regular unleaded,190,5,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,24,17,870," 2,112,000 "
Volvo,S70,1998,regular unleaded,236,5,MANUAL,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,23,17,870," 2,232,000 "
Volvo,S70,1999,regular unleaded,162,5,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,26,19,870," 2,172,000 "
Volvo,S70,1999,regular unleaded,190,5,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,25,18,870," 2,286,000 "
Volvo,S70,1999,regular unleaded,236,5,MANUAL,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,25,18,870," 2,382,000 "
Volvo,S70,1999,regular unleaded,190,5,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,23,16,870," 2,384,000 "
Volvo,S70,2000,regular unleaded,190,5,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,24,17,870," 2,430,000 "
Volvo,S70,2000,regular unleaded,190,5,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,23,16,870," 2,637,000 "
Volvo,S70,2000,regular unleaded,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,26,19,870," 2,305,000 "
Volvo,S70,2000,regular unleaded,190,5,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,24,17,870," 2,500,000 "
Volvo,S70,2000,regular unleaded,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,26,19,870," 2,403,000 "
Volvo,S70,2000,regular unleaded,236,5,MANUAL,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,25,18,870," 2,608,000 "
Audi,S7,2015,premium unleaded (required),420,8,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,27,17,3105," 82,500,000 "
Audi,S7,2016,premium unleaded (required),450,8,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,27,17,3105," 82,900,000 "
Audi,S7,2017,premium unleaded (required),450,8,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,27,17,3105," 82,900,000 "
Audi,S7,2017,premium unleaded (required),450,8,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,27,17,3105," 79,900,000 "
Volvo,S80,2014,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,29,20,870," 39,900,000 "
Volvo,S80,2014,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,25,18,870," 43,950,000 "
Volvo,S80,2015,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,28,19,870," 45,100,000 "
Volvo,S80,2015,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,28,19,870," 43,950,000 "
Volvo,S80,2015,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,38,26,870," 41,700,000 "
Volvo,S80,2015,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,38,26,870," 40,500,000 "
Volvo,S80,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,37,25,870," 48,375,000 "
Volvo,S80,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,37,25,870," 43,450,000 "
Audi,S8,2015,premium unleaded (required),520,8,AUTOMATIC,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,27,17,3105," 114,900,000 "
Audi,S8,2016,premium unleaded (required),520,8,AUTOMATIC,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,25,16,3105," 114,900,000 "
Audi,S8,2016,premium unleaded (required),605,8,AUTOMATIC,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,25,15,3105," 114,900,000 "
Audi,S8,2017,premium unleaded (recommended),605,8,AUTOMATIC,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,24,15,3105," 115,900,000 "
Volvo,S90,1998,regular unleaded,181,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,23,16,870," 2,269,000 "
Volvo,S90,2017,premium unleaded (recommended),250,4,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,34,23,870," 46,950,000 "
Volvo,S90,2017,premium unleaded (recommended),316,4,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,31,22,870," 52,950,000 "
Volvo,S90,2017,premium unleaded (recommended),250,4,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,34,23,870," 50,450,000 "
Volvo,S90,2017,premium unleaded (recommended),316,4,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,31,22,870," 56,250,000 "
GMC,Safari Cargo,2003,regular unleaded,190,6,AUTOMATIC,all wheel drive,3,N/A,Large,Cargo Minivan,18,14,549," 24,450,000 "
GMC,Safari Cargo,2003,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,N/A,Large,Cargo Minivan,21,15,549," 22,050,000 "
GMC,Safari Cargo,2004,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,N/A,Large,Cargo Minivan,19,14,549," 22,695,000 "
GMC,Safari Cargo,2004,regular unleaded,190,6,AUTOMATIC,all wheel drive,3,N/A,Large,Cargo Minivan,18,14,549," 25,195,000 "
GMC,Safari Cargo,2005,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,N/A,Large,Cargo Minivan,20,15,549," 22,930,000 "
GMC,Safari Cargo,2005,regular unleaded,190,6,AUTOMATIC,all wheel drive,3,N/A,Large,Cargo Minivan,18,14,549," 25,430,000 "
GMC,Safari,2003,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,N/A,Large,Passenger Minivan,19,14,549," 23,690,000 "
GMC,Safari,2003,regular unleaded,190,6,AUTOMATIC,all wheel drive,3,N/A,Large,Passenger Minivan,16,12,549," 25,690,000 "
GMC,Safari,2004,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,N/A,Large,Passenger Minivan,19,14,549," 24,195,000 "
GMC,Safari,2004,regular unleaded,190,6,AUTOMATIC,all wheel drive,3,N/A,Large,Passenger Minivan,16,12,549," 26,195,000 "
GMC,Safari,2005,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,N/A,Large,Passenger Minivan,20,14,549," 24,430,000 "
GMC,Safari,2005,regular unleaded,190,6,AUTOMATIC,all wheel drive,3,N/A,Large,Passenger Minivan,16,12,549," 26,430,000 "
Suzuki,Samurai,1993,regular unleaded,66,4,MANUAL,four wheel drive,2,N/A,Compact,Convertible SUV,26,24,481," 2,000,000 "
Suzuki,Samurai,1993,regular unleaded,66,4,MANUAL,rear wheel drive,2,N/A,Compact,Convertible SUV,26,24,481," 2,000,000 "
Suzuki,Samurai,1994,regular unleaded,66,4,MANUAL,four wheel drive,2,N/A,Compact,Convertible SUV,26,24,481," 2,000,000 "
Suzuki,Samurai,1995,regular unleaded,66,4,MANUAL,four wheel drive,2,N/A,Compact,Convertible SUV,26,24,481," 2,000,000 "
Hyundai,Santa Fe Sport,2015,regular unleaded,264,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,1439," 33,000,000 "
Hyundai,Santa Fe Sport,2015,regular unleaded,264,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,19,1439," 31,250,000 "
Hyundai,Santa Fe Sport,2015,regular unleaded,190,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,20,1439," 24,950,000 "
Hyundai,Santa Fe Sport,2015,regular unleaded,190,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,19,1439," 26,700,000 "
Hyundai,Santa Fe Sport,2015,regular unleaded,264,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,1439," 33,000,000 "
Hyundai,Santa Fe Sport,2015,regular unleaded,264,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,19,1439," 31,250,000 "
Hyundai,Santa Fe Sport,2016,regular unleaded,265,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,1439," 33,000,000 "
Hyundai,Santa Fe Sport,2016,regular unleaded,190,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,20,1439," 24,950,000 "
Hyundai,Santa Fe Sport,2016,regular unleaded,190,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,19,1439," 26,700,000 "
Hyundai,Santa Fe Sport,2016,regular unleaded,265,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,19,1439," 31,250,000 "
Hyundai,Santa Fe Sport,2017,regular unleaded,265,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,19,1439," 33,450,000 "
Hyundai,Santa Fe Sport,2017,regular unleaded,265,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,28,20,1439," 31,700,000 "
Hyundai,Santa Fe Sport,2017,regular unleaded,265,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,19,1439," 38,250,000 "
Hyundai,Santa Fe Sport,2017,regular unleaded,190,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,21,1439," 25,350,000 "
Hyundai,Santa Fe Sport,2017,regular unleaded,190,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,20,1439," 27,100,000 "
Hyundai,Santa Fe Sport,2017,regular unleaded,265,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,20,1439," 36,500,000 "
Hyundai,Santa Fe,2015,regular unleaded,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18,1439," 30,150,000 "
Hyundai,Santa Fe,2015,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,1439," 36,000,000 "
Hyundai,Santa Fe,2015,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,1439," 31,900,000 "
Hyundai,Santa Fe,2015,regular unleaded,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18,1439," 34,250,000 "
Hyundai,Santa Fe,2015,regular unleaded,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18,1439," 34,250,000 "
Hyundai,Santa Fe,2015,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,1439," 36,000,000 "
Hyundai,Santa Fe,2016,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,1439," 32,150,000 "
Hyundai,Santa Fe,2016,regular unleaded,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18,1439," 30,400,000 "
Hyundai,Santa Fe,2016,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,1439," 36,250,000 "
Hyundai,Santa Fe,2016,regular unleaded,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18,1439," 34,500,000 "
Hyundai,Santa Fe,2017,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,17,1439," 36,700,000 "
Hyundai,Santa Fe,2017,regular unleaded,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,23,17,1439," 38,700,000 "
Hyundai,Santa Fe,2017,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,17,1439," 40,450,000 "
Hyundai,Santa Fe,2017,regular unleaded,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,23,17,1439," 34,950,000 "
Hyundai,Santa Fe,2017,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,17,1439," 41,150,000 "
Hyundai,Santa Fe,2017,regular unleaded,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18,1439," 30,800,000 "
Hyundai,Santa Fe,2017,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,1439," 32,550,000 "
Hyundai,Santa Fe,2017,regular unleaded,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,23,17,1439," 39,400,000 "
GMC,Savana Cargo,2014,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Cargo Van,17,11,549," 29,215,000 "
GMC,Savana Cargo,2014,flex-fuel (unleaded/E85),310,8,AUTOMATIC,all wheel drive,3,Flex Fuel,Midsize,Cargo Van,17,13,549," 32,760,000 "
GMC,Savana Cargo,2014,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Cargo Van,17,11,549," 33,420,000 "
GMC,Savana Cargo,2014,regular unleaded,195,6,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Cargo Van,19,14,549," 27,710,000 "
GMC,Savana Cargo,2014,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Cargo Van,17,11,549," 32,535,000 "
GMC,Savana Cargo,2014,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Cargo Van,17,11,549," 31,075,000 "
GMC,Savana Cargo,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Cargo Van,17,11,549," 32,875,000 "
GMC,Savana Cargo,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Cargo Van,17,11,549," 31,415,000 "
GMC,Savana Cargo,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Cargo Van,17,11,549," 29,555,000 "
GMC,Savana Cargo,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Cargo Van,17,11,549," 33,760,000 "
GMC,Savana Cargo,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Cargo Van,16,11,549," 32,455,000 "
GMC,Savana Cargo,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Cargo Van,16,11,549," 33,915,000 "
GMC,Savana Cargo,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Cargo Van,16,11,549," 34,800,000 "
GMC,Savana Cargo,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Cargo Van,16,11,549," 30,595,000 "
GMC,Savana,2014,flex-fuel (unleaded/E85),310,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,13,549," 30,970,000 "
GMC,Savana,2014,flex-fuel (unleaded/E85),280,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Passenger Van,17,11,549," 36,030,000 "
GMC,Savana,2014,flex-fuel (unleaded/E85),280,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,11,549," 31,865,000 "
GMC,Savana,2014,flex-fuel (unleaded/E85),310,8,AUTOMATIC,all wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,13,549," 34,525,000 "
GMC,Savana,2014,flex-fuel (unleaded/E85),280,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,11,549," 34,160,000 "
GMC,Savana,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Passenger Van,17,11,549," 36,355,000 "
GMC,Savana,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,11,549," 34,015,000 "
GMC,Savana,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,11,549," 35,915,000 "
GMC,Savana,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Passenger Van,17,11,549," 36,700,000 "
GMC,Savana,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,11,549," 32,190,000 "
GMC,Savana,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,11,549," 34,485,000 "
GMC,Savana,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,16,11,549," 32,990,000 "
GMC,Savana,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Passenger Van,16,11,549," 37,155,000 "
GMC,Savana,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Passenger Van,16,11,549," 37,500,000 "
GMC,Savana,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,16,11,549," 35,285,000 "
GMC,Savana,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,16,11,549," 36,715,000 "
GMC,Savana,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,16,11,549," 34,815,000 "
Lexus,SC 300,1998,regular unleaded,225,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,22,17,454," 3,211,000 "
Lexus,SC 300,1999,regular unleaded,225,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,22,17,454," 3,665,000 "
Lexus,SC 300,2000,regular unleaded,225,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,22,17,454," 4,024,000 "
Lexus,SC 400,1998,regular unleaded,290,8,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,23,17,454," 3,442,000 "
Lexus,SC 400,1999,regular unleaded,290,8,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,23,16,454," 4,031,000 "
Lexus,SC 400,2000,regular unleaded,290,8,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,23,16,454," 4,404,000 "
Lexus,SC 430,2008,premium unleaded (required),288,8,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,23,16,454," 66,355,000 "
Lexus,SC 430,2009,premium unleaded (required),288,8,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,23,16,454," 66,805,000 "
Lexus,SC 430,2010,premium unleaded (required),288,8,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,23,16,454," 68,405,000 "
Hyundai,Scoupe,1993,regular unleaded,92,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,32,23,1439," 2,000,000 "
Hyundai,Scoupe,1993,regular unleaded,115,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,29,23,1439," 2,000,000 "
Hyundai,Scoupe,1993,regular unleaded,92,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,32,23,1439," 2,000,000 "
Hyundai,Scoupe,1994,regular unleaded,92,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,30,23,1439," 2,000,000 "
Hyundai,Scoupe,1994,regular unleaded,115,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,29,23,1439," 2,000,000 "
Hyundai,Scoupe,1994,regular unleaded,92,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,30,23,1439," 2,000,000 "
Hyundai,Scoupe,1995,regular unleaded,115,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,30,23,1439," 2,000,000 "
Hyundai,Scoupe,1995,regular unleaded,92,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,33,24,1439," 2,000,000 "
Hyundai,Scoupe,1995,regular unleaded,92,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,33,24,1439," 2,000,000 "
Chrysler,Sebring,2008,regular unleaded,235,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Convertible,26,16,1013," 32,715,000 "
Chrysler,Sebring,2008,regular unleaded,173,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Convertible,30,21,1013," 26,600,000 "
Chrysler,Sebring,2008,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,21,1013," 24,415,000 "
Chrysler,Sebring,2008,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,30,21,1013," 20,865,000 "
Chrysler,Sebring,2008,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,30,21,1013," 19,840,000 "
Chrysler,Sebring,2008,regular unleaded,235,6,AUTOMATIC,all wheel drive,4,N/A,Midsize,Sedan,24,15,1013," 28,415,000 "
Chrysler,Sebring,2008,flex-fuel (unleaded/E85),186,6,AUTOMATIC,front wheel drive,2,Flex Fuel,Midsize,Convertible,26,18,1013," 29,275,000 "
Chrysler,Sebring,2009,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,21,1013," 25,920,000 "
Chrysler,Sebring,2009,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,30,21,1013," 20,915,000 "
Chrysler,Sebring,2009,flex-fuel (unleaded/E85),186,6,AUTOMATIC,front wheel drive,2,Flex Fuel,Midsize,Convertible,26,18,1013," 30,270,000 "
Chrysler,Sebring,2009,regular unleaded,235,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Convertible,27,16,1013," 35,125,000 "
Chrysler,Sebring,2009,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,30,21,1013," 20,515,000 "
Chrysler,Sebring,2009,regular unleaded,173,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Convertible,29,20,1013," 27,790,000 "
Chrysler,Sebring,2009,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,30,21,1013," 21,810,000 "
Chrysler,Sebring,2009,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,30,21,1013," 23,040,000 "
Chrysler,Sebring,2010,regular unleaded,235,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Convertible,27,16,1013," 32,710,000 "
Chrysler,Sebring,2010,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,30,21,1013," 22,115,000 "
Chrysler,Sebring,2010,flex-fuel (unleaded/E85),186,6,AUTOMATIC,front wheel drive,2,Flex Fuel,Midsize,Convertible,26,18,1013," 29,210,000 "
Chrysler,Sebring,2010,regular unleaded,173,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Convertible,29,20,1013," 27,850,000 "
Chrysler,Sebring,2010,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,21,1013," 20,120,000 "
Kia,Sedona,2015,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,25,18,1720," 36,300,000 "
Kia,Sedona,2015,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,24,18,1720," 26,100,000 "
Kia,Sedona,2015,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,24,18,1720," 32,300,000 "
Kia,Sedona,2015,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,22,17,1720," 39,700,000 "
Kia,Sedona,2015,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,24,18,1720," 28,300,000 "
Kia,Sedona,2016,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,24,18,1720," 28,500,000 "
Kia,Sedona,2016,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,24,18,1720," 26,400,000 "
Kia,Sedona,2016,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,22,17,1720," 39,900,000 "
Kia,Sedona,2016,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,24,18,1720," 32,700,000 "
